id,year,name,abbreviated_name,type,international_or_national,website,hq_location,year_founded,year_closed,countries_of_operation_count,sector,religious_or_secular,religion,red_cross_code_of_conduct_signatory,chs_member,interaction_member,icva_member,staff,staff_imputed,natl,natl_imputed,intl,intl_imputed,percent_intl,ope_approx_usd,ope_imputed,ope/staff,ope_inflation_adjusted,ope_original_currency,humexp_approx_usd,humexp_imputed,humexp_inflation_adjusted
5748,2020,MARDO,NA,NNGO,NA,www.mardo.org/index.php,Somalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,178,A,178,A,NA,NA,NA,1250000,A,7022.47,1413682,NA,1250000,A,1413682
3456,2022,Mary Meals,NA,INGO,National,https://www.marysmealsusa.org/en/,United States,2002,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1325,2022,Mauritius Council of Social Service,MACOSS,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327,2022,Max Havelaar - France,NA,INGO,International,NA,France,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335,2022,Media Action International (MAI) - Switzerland,NA,INGO,International,NA,Switzerland,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1338,2022,Medical Care Development International,MCDI,INGO,International,http://www.mcdinternational.org/,United States,1977,NA,38,Health,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4041,2022,Medical Emergency Relief International Charitable Trust,NA,INGO,International,NA,United Kingdom,NA,NA,1,Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,2021,Medicins Sans Vacances,MSV,INGO,National,https://www.azv.be/,Belgium,NA,NA,7,Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3292683,A,59866.96,3551099,Euro 2700000,NA,NA,NA
1343,2022,Medicus Mundi International,MMI,INGO,International,http://www.medicusmundi.org/en,Germany,NA,NA,1,Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4064,2022,Mediothek Afghanistan,NA,INGO,International,http://Mediothek-Afghanistan.org/,Germany,2001,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345,2013,MediSend International,NA,INGO,International,http://www.medisend.org,United States,2006,NA,11,Health,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1463249,A,1873.56,1838507,NA,1305876,A,1640775
1346,2022,MedShare,NA,INGO,International,NA,United States,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1351,2022,Mercy Airlift - USA,NA,INGO,International,NA,United States,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1354,2022,Methodist Relief and Development Fund (MRDF) - UK,NA,INGO,International,NA,United Kingdom,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1359,2012,Miami Medical Team Foundation,MMTF,INGO,International,http://www.mmtf.org,United States,1982,NA,5,Health,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318221,A,5132.6,405687,NA,284121,A,362214
4091,2022,Middle East Council of Churches,NA,INGO,International,NA,Lebanon,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4148,2022,Millenium,NA,INGO,International,NA,United States,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1362,2022,Millennium Promise,NA,INGO,International,NA,United States,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1365,2022,Mines Action Canada (MAC) - Canada,NA,INGO,International,NA,Canada,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1372,2022,Misereor ? the German Catholic Bishops' Organisation for Development Cooperation,NA,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1373,2022,Mission Aviation Fellowship International,MAF,INGO,International,NA,United Kingdom,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1377,2012,"Mission Without Borders, Inc. (d/b/a Child Rescue International)",MWB,INGO,International,http://www.mwb.org,United States,1960,NA,7,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1679648,A,5105.31,2141315,NA,1540261,A,1963616
1383,2012,Mobile Medical Disaster Relief (d/b/a LiveBeyond),MMDR,INGO,International,http://www.livebeyond.org,United States,2006,NA,5,Health,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,871910,A,5098.89,1111562,NA,553809,A,706028
1384,2022,Mobility International USA,NA,INGO,International,NA,United States,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5390,2022,Mouvement International Des Droits de L?Enfant de La Femme de L?Homme Veuf et de Leur Promotion Sociale,MIDEFEHOPS,INGO,NA,http://midefehops-asbl.org,DR Congo,1996,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393,2022,Movimento per l'autosviluppo l'interscambio e la solidarietà (MAIS),NA,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391,2022,Movimento per la Cooperazione Internazionale (MOCI),NA,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392,2022,Movimento per la lotta contro la fame nel mondo (MLFM),NA,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394,2022,Movimento Sviluppo e Pace (MSP),NA,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4108,2022,"Movimiento por la Paz, el Desarme y la Libertad",NA,INGO,International,NA,Spain,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1395,2022,"Movimiento Por La Paz, El Desarme y La Libertad (MPDL)",NA,INGO,International,NA,Spain,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1396,2022,Movimondo - Italy,NA,INGO,International,NA,Italy,1971,NA,1,NA,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6589,2022,Mujeres en Zona de Conflicto,MZC,INGO,NA,https://www.mzc.es,Spain,1994,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1405,2022,Multilateral Fund for the Implementation of the Montreal Protocol,NA,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1409,2022,Muslim Hands International,MHI,INGO,International,http://www.muslimhands.org,United Kingdom,1993,NA,30,NA,Religious,Islamic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1414,2008,Naba'a,NA,INGO,International,http://www.nabaa-lb.org/,Lebanon,2001,NA,2,Children/youth,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840947,A,16172.06,1143250,NA,NA,NA,NA
1419,2008,Nascent Solutions,NA,INGO,International,http://www.nascents.org/,United States,2004,NA,4,NA,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951267,A,69688.11,2652707,NA,NA,NA,NA
1423,2008,National Organization for the Advancement of Haitians,NOAH,INGO,International,http://www.noahhaiti.org,NA,NA,2020,1,NA,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1109592,A,16317.53,1508468,NA,NA,NA,NA
1425,2008,National Society for Earthquake Technology,NSET,INGO,International,http://www.nset.org.np/,Nepal,1998,NA,6,Environment,Secular,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1208828,A,5954.82,1643377,INR 52534902,NA,NA,NA
1427,2022,National Wildlife Federation,NA,INGO,International,NA,United States,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1440,2022,Network for Advocacy on Water Issues in Southern Africa,NA,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1442,2022,Networks For Social Justice (FAHAMU) ,NA,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5221,2019,New Consultancy and Relief Organization,NCRO,NNGO,NA,NA,Afghanistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,80,A,80,A,NA,NA,NA,1500000,A,18750,1717320,NA,NA,NA,NA
6489,2022,New World Hope Organization,NWHO,INGO,NA,https://www.newworldhope.org/index.html,Pakistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1444,2022,New Zealand Campaign Against Landmines (NZ CALM),NA,INGO,International,NA,New Zealand,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1451,2022,Niwano Peace Foundation,NA,INGO,International,NA,Japan,1978,NA,1,NA,Religious,Buddhist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6970,2022,No One Out,NA,INGO,NA,http://www.nooneout.org/,Italy,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3531,2022,Noble Compassionate Volunteer Group,NCV,INGO,National,http://ncvnepal.org/about-us/ncv-myanmar/,Nepal,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1454,2022,Nonviolent Peaceforce,NA,INGO,International,NA,United States,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1455,2022,Norsk senter for menneskerettigheter,NA,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3984,2022,North Star Foundation,NA,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6303,2021,Northwest Haiti Christian Mission,NWHCM,INGO,NA,https://www.nwhcm.org,Haiti,NA,NA,1,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1341532,A,24391.49,1446818,NA,NA,NA,NA
1459,2022,Norwegian Aid Committee,NA,INGO,International,NA,Norway,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5012,2013,Nutrition and Education International,NEI,INGO,International,http://www.neifoundation.org,United States,2003,NA,3,Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1688941,A,1872.44,2122078,NA,1471574,A,1848967
4098,2022,Oasis Fundation,NA,INGO,International,NA,Netherlands,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1474,2022,Ockenden International - UK,NA,INGO,International,NA,United Kingdom,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1482,2012,Olive Branch International,OBI,INGO,International,http://www.olivebranchintl.com,United States,1994,NA,5,Health,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146445,A,5049.83,186697,NA,NA,NA,NA
1483,2022,ONE Campaign,NA,INGO,International,NA,United States,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1484,2022,One Economy Corporation,NA,INGO,International,NA,United States,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1485,2022,ONEWORLD,NA,INGO,International,NA,United Kingdom,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1493,2022,Operation Mercy,OM,INGO,International,http://www.mercy.se,Sweden,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1491,2019,"Operation USA, Inc. (formerly Operation California)",OpUSA,INGO,International,http://www.opusa.org,United States,1979,NA,1,NA,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1367429,A,22055.31,1565542,NA,NA,NA,NA
1494,2022,Operazione Sviluppo,NA,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3987,2022,Opportunities Industrialization Center,NA,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1495,2022,Opportunity International Australia (OIA),NA,INGO,International,NA,Australia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4099,2022,Organisation Inter-églises de Coopération au Développement,NA,INGO,International,NA,Netherlands,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1499,2022,Organismo di Volontariato per la Cooperazione Internazionale (OVCI),NA,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481,2022,"Organization for Industrial, Spiritual and Cultural Advancement",OISCA International,INGO,National,https://oisca-international.org,Japan,1961,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3988,2022,"Organization for Industrial, Spiritual and Cultural Advancement",NA,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1505,2022,Organizzazione per lo sviluppo Globale di Comunità in Paesi Extraeuropei (OVERSEAS),NA,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,2013,Outreach Aid to the Americas (formerly EchoCuba),OAA,INGO,International,http://www.oaausa.org/,United States,1994,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946553,A,1870.66,1189301,NA,782235,A,982843
1509,2022,Outreach International,NA,INGO,International,NA,United States,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1515,2022,Pact,NA,INGO,International,http://pactworld.org/,United States,NA,NA,1,NA,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1524,2022,Palestinakomiteen i Norge,NA,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1539,2022,Palestinian American Research Center,PARC,INGO,National,http://parc-us-pal.org/,United States,1998,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1533,2022,Pan African Climate Justice Alliance,NA,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1535,2022,Pan American Health and Education Foundation,PAHEF,INGO,International,NA,United States,NA,NA,1,Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1544,2022,Partage avec les enfants du tiers monde,Partage,INGO,International,https://www.partage.org,France,1973,NA,1,Children/youth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1548,2022,Partner Aid International,NA,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1552,2022,PATH,NA,INGO,International,NA,United States,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5013,2022,Peace Winds America,PWA,INGO,International,http://peacewindsamerica.org,United States,NA,NA,1,NA,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1571,2013,People in Peril Association,PIPA,INGO,International,http://www.clovekvohrozeni.sk/en/,Slovakia,1999,NA,24,NA,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1093600,A,1901.91,1374059,Euro 831136,1063116,A,1335757
1575,2022,Perkins International,NA,INGO,International,NA,United States,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1584,2022,Pharmaciens Sans Frontieres Comite International,PSF-CI,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1586,2022,Phelps Stokes,NA,INGO,International,NA,United States,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1588,2022,Physicians for Human Rights,NA,INGO,International,NA,United States,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6488,2022,PKPU- The Humanitarian Foundation,NA,INGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1595,2022,PlaNet Finance Group,NA,INGO,NA,http://www.planetfinancegroup.org/,France,1998,NA,1,Livelihoods,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1602,2012,Polish American Congress Charitable Foundation,PACCF,INGO,International,http://www.paccf.org,United States,1971,NA,2,Health,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307052,A,5117.53,391448,NA,217802,A,277667
6919,2022,Polish Center for International Aid,PCPM,INGO,NA,http://pcpm.org.pl/,Poland,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1603,2022,Polish Humanitarian Organisation,NA,INGO,International,NA,Poland,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1606,2022,Population Action International,NA,INGO,International,NA,United States,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1608,2022,Population Communication,NA,INGO,International,NA,United States,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3989,2022,Pour un Sourire d'Enfant,NA,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1640,2022,Practical Action,NA,INGO,International,NA,United Kingdom,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1643,2022,Praktisk Solidaritet,NA,INGO,International,NA,Sweden,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1647,2022,Presbyterian Disaster Assistance/Hunger Program,NA,INGO,International,NA,United States,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3948,2022,Pro Bambini di Kabul,NA,INGO,International,https://en.probambinidikabul.org/storia/,Italy,NA,NA,1,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1652,2022,Progetto Continenti,NA,INGO,International,NA,Italy,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1654,2020,Progetto Mondo,NA,INGO,NA,http://www.progettomondo.org/,Italy,1966,NA,1,NA,NA,NA,NA,NA,NA,NA,950,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1661,2012,Project Mercy,NA,INGO,International,https://www.projectmercy.org,United States,1977,NA,2,Education,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1689289,A,5119.06,2153605,NA,1255686,A,1600823
1666,2022,ProLiteracy Worldwide,NA,INGO,International,NA,United States,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5287,2019,Puntland Minority Women Development Organization,PMWDO,NNGO,NA,NA,Somalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,43,A,43,A,NA,NA,NA,1200000,A,27906.98,1373856,NA,NA,NA,NA
6764,2022,Pure Hands,NA,INGO,NA,https://purehands.org,United States,2012,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1680,2022,Quaker Service Australia,QSA,INGO,International,https://www.qsa.org.au,Australia,1959,NA,1,NA,NA,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1685,2021,Raising Voices / GBV Prevention Network,NA,NNGO,NA,https://raisingvoices.org,Uganda,2003,NA,1,Women,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2936564,A,18126.94,3167031,NA,NA,NA,NA
1689,2022,RCN Justice et Démocratie,NA,INGO,NA,https://rcn-ong.be,Belgium,1994,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6494,2022,REACH Initiative,NA,INGO,NA,https://www.reach-initiative.org,Switzerland,2010,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3990,2022,Reach Italia,NA,INGO,International,NA,Italy,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4065,2022,Rebuild Iraq Recruitment Program,NA,INGO,International,NA,Germany,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1700,2022,Reggio Terzo Mondo (RTM),NA,INGO,International,NA,Italy,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6183,2022,Regional Integrated Multi-Hazard Early Warning System,RIMES,INGO,NA,https://www.rimes.int,NA,2009,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6639,2022,Regional Psychosocial Support Initiative,REPSSI,INGO,NA,https://repssi.org,NA,2002,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1705,2022,Rescue and Preparedness in Disasters-UK,RAPID,INGO,International,NA,United Kingdom,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1421,2022,Réseau National de Défense des Droits Humains/ National Human Rights Defense Network,RNDDH,INGO,International,http://rnddh.org/,Haiti,1992,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1711,2022,Resolve Uganda,NA,INGO,International,NA,United States,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4115,2022,Response International,NA,INGO,International,NA,United Kingdom,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1713,2022,Response International (HMD). UK,NA,INGO,International,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1714,2022,RESULTS,NA,INGO,International,NA,United States,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
